Frame,Time (ns),(+)-Gallocatechin-(4??8)-(+)-catechin,,Proanthocyanidin A-6,,,
669,66.8013,435.1303841,398.4502555,172.4862803,,,
670,66.9013,433.5511774,395.071,208.0404931,,,
671,67.0013,422.6743902,407.7263582,204.6204233,,,
672,67.1013,393.4121155,351.1398309,190.9558159,,,
673,67.2013,473.7668543,346.6217722,183.3109861,,,
674,67.3013,424.9406997,393.1627014,195.319105,,,
675,67.4013,437.0034592,405.3953027,170.185396,,,
676,67.5014,458.2388733,355.3274237,205.2267837,,,
677,67.6014,434.4870665,383.5556378,200.1878266,,,
678,67.7014,426.5730871,378.5792968,199.3800351,,,
679,67.8014,418.3146554,378.8305784,187.7108668,,,
680,67.9014,442.3813487,343.4967183,162.8642942,,,
681,68.0014,438.5686766,361.3335508,207.5530712,,,
682,68.1014,438.5727427,396.5435995,180.191963,,,
683,68.2014,420.565462,400.5924585,166.1733726,,,
684,68.3014,424.9930067,436.9566501,171.3131558,,,
685,68.4014,441.3750169,402.8545981,182.5216924,,,
686,68.5014,413.0484857,395.4872663,198.067947,,,
687,68.6014,404.0188391,397.4428087,162.7556253,,,
688,68.7014,454.245625,403.4766766,190.9517246,,,
689,68.8014,416.8226412,376.2544426,200.4757526,,,
690,68.9014,389.9802323,400.1383011,200.6735692,,,
691,69.0014,432.4773968,418.4416855,187.8571746,,,
692,69.1014,420.9239549,384.4297267,200.87754,,,
693,69.2014,446.891312,393.2460619,178.6879634,,,
694,69.3014,430.8217169,354.6507433,176.4747269,,,
695,69.4014,472.9041686,416.1030681,180.8808624,,,
696,69.5014,411.4442823,400.1620773,173.5367213,,,
697,69.6014,430.0576893,395.6002878,201.6231392,,,
698,69.7014,434.0926855,425.4367257,177.1022787,,,
699,69.8014,447.5670125,401.1178446,164.2441746,,,
700,69.9014,430.7879986,403.8321868,211.7525971,,,
701,70.0014,433.9454498,386.5387631,187.2808946,,,
702,70.1014,403.409041,448.7722075,175.6170152,,,
703,70.2014,444.7789438,435.8906822,201.4158188,,,
704,70.3014,389.7414633,336.2164539,166.8985911,,,
705,70.4014,425.9668599,370.2784188,190.4518921,,,
706,70.5014,468.0701057,419.4202325,164.9451581,,,
707,70.6014,389.1328483,411.608536,182.2868319,,,
708,70.7014,434.4239617,446.2819911,201.3935242,,,
709,70.8014,434.8612603,425.7584258,173.8802314,,,
710,70.9014,422.4387501,401.4507892,183.2501493,,,
711,71.0014,414.0419155,409.1781272,174.7268223,,,
712,71.1014,397.2968868,428.6914789,192.5970289,,,
713,71.2014,414.6284468,414.4735722,165.5846227,,,
714,71.3014,417.4951044,384.8758976,184.8718585,,,
715,71.4014,395.2721249,384.3397271,176.0912612,,,
716,71.5014,413.2651002,381.2504366,176.6179769,,,
717,71.6014,412.4892463,395.1355351,167.8493622,,,
718,71.7014,415.2919136,392.1261597,183.9707036,,,
719,71.8014,419.9685308,403.0343015,164.4556917,,,
720,71.9014,401.4023429,432.0354324,211.8644687,,,
721,72.0014,411.5003273,408.7416105,187.8856602,,,
722,72.1014,393.959641,411.5949082,195.5975415,,,
723,72.2014,405.7063884,407.5654544,239.7808928,,,
724,72.3014,418.9896761,347.1564764,190.3792697,,,
725,72.4014,382.3909928,395.9767161,176.4067321,,,
726,72.5014,412.1263407,404.8931878,196.1633331,,,
727,72.6015,446.699025,373.0032414,191.8486676,,,
728,72.7015,445.0458776,393.7556818,164.247714,,,
729,72.8015,368.8501422,398.8848397,173.0072239,,,
730,72.9015,408.5712849,386.2475107,189.0005188,,,
731,73.0015,397.4826542,409.1586434,160.7786443,,,
732,73.1015,375.2727779,406.9725681,172.3451037,,,
733,73.2015,381.6801318,399.6884118,170.1558502,,,
734,73.3015,389.7513777,387.7436937,168.8839466,,,
735,73.4015,404.9366811,371.9950856,170.5365831,,,
736,73.5015,392.8371265,379.9367461,234.7526935,,,
737,73.6015,416.1931992,370.0455001,208.5190105,,,
738,73.7015,453.0007931,375.7913094,227.7508131,,,
739,73.8015,439.3855562,418.075029,213.7354432,,,
740,73.9015,385.3648606,414.4460302,246.8215047,,,
741,74.0015,432.6961225,409.9816516,215.8350002,,,
742,74.1015,433.3139887,370.1792674,200.5423974,,,
743,74.2015,434.3664688,425.4714169,239.1305462,,,
744,74.3015,459.711553,430.2402988,275.0177331,,,
745,74.4015,440.1797689,401.5758058,232.3718832,,,
746,74.5015,451.7783584,408.6819891,227.8965999,,,
747,74.6015,466.8859698,388.5104787,221.6935502,,,
748,74.7015,446.177519,373.0508795,244.3877514,,,
749,74.8015,465.1810307,418.8668159,206.0115573,,,
750,74.9015,443.6974022,434.126232,236.6217583,,,
751,75.0015,424.6250713,423.4156758,222.0212265,,,
752,75.1015,434.2572431,366.2026868,233.6075429,,,
753,75.2015,446.937093,389.0348265,224.270803,,,
754,75.3015,431.9437472,406.3124941,249.0766931,,,
755,75.4015,441.7055424,405.0204298,208.9039296,,,
756,75.5015,426.6522156,447.0581389,243.7212093,,,
757,75.6015,463.1163421,437.7188228,243.1455769,,,
758,75.7015,464.3795145,470.3549823,225.4446883,,,
759,75.8015,427.6351009,432.0664426,241.8192315,,,
760,75.9015,458.5587895,429.685949,242.5503204,,,
761,76.0015,432.5351291,363.7025037,253.6329298,,,
762,76.1015,421.5130465,417.3541377,174.7700937,,,
763,76.2015,462.5605342,385.9403627,234.1610612,,,
764,76.3015,417.1711741,411.3090526,186.7945338,,,
765,76.4015,426.8195895,401.4098103,154.5930552,,,
766,76.5015,422.6054147,416.2063491,165.2545971,,,
767,76.6015,417.0724147,421.8742418,200.7411812,,,
768,76.7015,417.6842256,427.2625347,196.2310656,,,
769,76.8015,448.4885006,409.1309045,195.3533562,,,
770,76.9015,417.777322,383.9724165,177.6726233,,,
771,77.0015,418.6262057,394.7790854,182.8687509,,,
772,77.1015,427.9204136,360.0285511,193.1075997,,,
773,77.2015,430.6984011,421.4112739,173.3479972,,,
774,77.3015,380.2337006,393.8497836,220.1452715,,,
775,77.4015,401.807805,384.3418436,209.86057,,,
776,77.5016,466.5945872,410.3419347,232.5658802,,,
777,77.6016,449.2687952,430.678512,206.4412059,,,
778,77.7016,434.2210332,396.3361201,242.6657765,,,
779,77.8016,394.3880277,391.7112686,196.1463788,,,
780,77.9016,434.6271148,418.1067111,199.1035008,,,
781,78.0016,445.8131866,384.7665878,215.2075987,,,
782,78.1016,415.9188007,378.7795567,204.3741424,,,
783,78.2016,384.6877657,372.2070745,238.168175,,,
784,78.3016,361.5076111,398.9841567,212.4149622,,,
785,78.4016,371.0150465,409.612592,222.8309128,,,
786,78.5016,432.1573424,377.0720749,223.0494621,,,
787,78.6016,422.4568283,371.7088151,191.1441031,,,
788,78.7016,442.1000712,401.6439366,205.2892075,,,
789,78.8016,402.1077024,405.3628457,229.6371247,,,
790,78.9016,453.8662139,388.4151802,216.4266143,,,
791,79.0016,419.8928048,402.6396133,212.7647533,,,
792,79.1016,429.1748218,410.3524298,202.2645064,,,
793,79.2016,433.337746,406.310763,192.7338275,,,
794,79.3016,419.9597876,416.6224727,236.5817788,,,
795,79.4016,427.1756807,409.7626188,252.1505438,,,
796,79.5016,454.9574144,422.1957077,243.2179711,,,
797,79.6016,425.1797009,401.9630989,232.4026062,,,
798,79.7016,447.6701352,394.6258971,236.9640868,,,
799,79.8016,443.9801558,379.5102596,238.527588,,,
800,79.9016,422.1540543,392.8270265,249.8347879,,,
801,80.0016,420.6274802,342.8603878,247.3699899,,,
802,80.1016,433.4035056,388.3324073,246.5549137,,,
803,80.2016,384.8311247,418.6128523,262.4044524,,,
804,80.3016,373.5122471,375.6129679,263.3873523,,,
805,80.4016,330.4033877,392.8768552,254.0174621,,,
806,80.5016,314.4524465,423.7069649,257.1918502,,,
807,80.6016,352.7946691,404.9084225,251.456009,,,
808,80.7016,415.8151574,400.1566051,224.1903187,,,
809,80.8016,432.020974,381.550775,234.811695,,,
810,80.9016,409.9946872,400.2283961,235.2812281,,,
811,81.0016,417.8691139,435.8548488,262.398868,,,
812,81.1016,467.3289363,420.4707122,250.6994272,,,
813,81.2016,426.93445,383.7530284,261.6270622,,,
814,81.3016,421.8124897,384.9519789,280.1715119,,,
815,81.4016,403.4894721,423.7686184,241.9431998,,,
816,81.5016,432.3486428,346.5504212,240.3173603,,,
817,81.6016,433.240425,423.2356424,239.025013,,,
818,81.7016,401.9242205,449.1041842,240.941867,,,
819,81.8016,422.9196284,381.3837953,259.750173,,,
820,81.9016,433.7255992,362.4453181,247.7975574,,,
821,82.0016,446.5555264,375.1430403,265.1345397,,,
822,82.1016,424.6060843,433.9214411,273.2227781,,,
823,82.2016,460.1575912,440.3201968,254.6500162,,,
824,82.3016,444.4699853,424.253714,254.1549015,,,
825,82.4016,452.0601797,452.9999339,237.0246468,,,
826,82.5017,446.8244332,444.1142909,255.6215543,,,
827,82.6017,402.6351678,468.6269045,232.8593411,,,
828,82.7017,417.7498752,458.4780293,233.4181909,,,
829,82.8017,415.0873608,426.2369833,262.1807227,,,
830,82.9017,437.4581524,459.1645205,239.5653284,,,
831,83.0017,456.4838525,350.1151473,246.2524727,,,
832,83.1017,442.0349556,345.939032,223.9791347,,,
833,83.2017,430.9472722,382.0462722,237.4895156,,,
834,83.3017,411.7362404,397.7911301,247.4487964,,,
835,83.4017,471.473311,385.5020172,244.9904514,,,
836,83.5017,426.2255858,394.0190358,227.7801378,,,
837,83.6017,444.3203952,410.674105,199.279498,,,
838,83.7017,417.1831422,383.8700791,179.8188178,,,
839,83.8017,437.1712403,375.1229675,218.2918591,,,
840,83.9017,427.6193952,377.841389,201.8858027,,,
841,84.0017,458.8271807,375.6262787,198.3361099,,,
842,84.1017,461.0148009,433.3477653,211.326871,,,
843,84.2017,425.4018648,469.0227573,186.2262375,,,
844,84.3017,447.0281664,392.8543483,213.2935338,,,
845,84.4017,471.3263904,455.9171144,220.6201334,,,
846,84.5017,476.908593,396.1867798,204.7046645,,,
847,84.6017,443.4691576,372.5297969,234.3523245,,,
848,84.7017,446.0169516,362.9105116,256.8736954,,,
849,84.8017,451.8820859,408.0209565,236.5840655,,,
850,84.9017,425.3109263,392.7342065,211.039097,,,
851,85.0017,458.2239432,392.8488302,198.4621027,,,
852,85.1017,423.2216629,395.5664415,248.8128059,,,
853,85.2017,467.9923802,455.5217556,254.0518412,,,
854,85.3017,412.8055382,419.3596216,264.2872914,,,
855,85.4017,428.5008032,387.2286828,251.65694,,,
856,85.5017,469.7944557,404.9910748,269.4637433,,,
857,85.6017,447.1390411,386.4926273,233.399058,,,
858,85.7017,462.6671709,404.1527963,216.0481721,,,
859,85.8017,467.8454157,356.2643699,243.3586238,,,
860,85.9017,451.1610502,400.7355247,216.5903232,,,
861,86.0017,452.2484146,402.2075736,229.5707016,,,
862,86.1017,425.3120546,390.8771656,224.1838863,,,
863,86.2017,445.5909915,423.4437214,202.3408039,,,
864,86.3017,451.8032729,399.5825206,241.1505532,,,
865,86.4017,441.0473319,395.9594872,228.1478717,,,
866,86.5017,458.1031702,439.299711,229.4074911,,,
867,86.6017,439.2166056,358.1065398,239.6129928,,,
868,86.7017,438.812778,407.8238809,261.0610457,,,
869,86.8017,463.5138508,409.4676872,246.6947351,,,
870,86.9017,459.0332852,373.1364269,242.2346729,,,
871,87.0017,448.8570355,413.0109791,229.8276557,,,
872,87.1017,435.7644687,416.8892941,246.9866977,,,
873,87.2017,466.3764164,438.0026511,245.2120554,,,
874,87.3017,466.2485793,410.3557154,270.8862413,,,
875,87.4017,471.1060722,391.9267728,262.9379957,,,
876,87.5018,466.6048142,339.540689,255.1615983,,,
877,87.6018,456.2203947,318.3230742,235.2949761,,,
878,87.7018,431.5502886,389.3179457,235.8099576,,,
879,87.8018,465.5603232,423.1190781,249.4313331,,,
880,87.9018,458.9338509,373.9896786,244.716513,,,
881,88.0018,420.2845484,375.2280773,244.1179507,,,
882,88.1018,410.2571995,369.2902296,263.3623049,,,
883,88.2018,426.8478801,359.4809219,292.1222617,,,
884,88.3018,447.6923911,349.0174144,258.5299276,,,
885,88.4018,420.4862158,378.0206095,259.0431683,,,
886,88.5018,457.2146751,402.6824784,247.0070904,,,
887,88.6018,449.7203384,395.1620386,251.2647201,,,
888,88.7018,412.8345441,400.3269069,263.6042536,,,
889,88.8018,416.5751587,353.238699,257.0671483,,,
890,88.9018,469.4957738,368.4139442,248.5757785,,,
891,89.0018,408.3485564,351.4500714,253.5276005,,,
892,89.1018,454.7314555,414.4173237,223.0139,,,
893,89.2018,439.0004882,347.8805264,244.5532766,,,
894,89.3018,467.3422468,394.3347977,213.3978106,,,
895,89.4018,427.3437595,385.5975404,205.1551633,,,
896,89.5018,435.4557756,371.4961651,209.7585067,,,
897,89.6018,467.6117529,367.7679965,218.9627214,,,
898,89.7018,407.2278431,383.3939184,235.3526761,,,
899,89.8018,448.3932612,382.4406671,210.9897862,,,
900,89.9018,452.8164012,360.0537479,178.3302574,,,
901,90.0018,431.2112424,384.1682074,175.452383,,,
902,90.1018,427.0034651,441.8812131,152.9179985,,,
903,90.2018,429.5596503,393.7910459,175.9516932,,,
904,90.3018,420.6428906,352.3440719,167.0622412,,,
905,90.4018,430.4166905,332.3951025,181.7636805,,,
906,90.5018,434.8371784,361.9138133,166.919336,,,
907,90.6018,422.4607164,368.8240353,113.4242757,,,
908,90.7018,455.4471787,345.6755662,155.7370634,,,
909,90.8018,451.4513687,439.5550351,152.5968725,,,
910,90.9018,445.3648766,324.9766073,157.7025898,,,
911,91.0018,451.3890137,379.9473623,188.3307221,,,
912,91.1018,429.8685686,371.9757251,159.4923342,,,
913,91.2018,452.1906325,352.2878073,132.6002607,,,
914,91.3018,425.9225094,392.3016625,138.9147886,,,
915,91.4018,481.539541,402.6197469,136.4623704,,,
916,91.5018,439.3016155,411.5862066,170.4252839,,,
917,91.6018,448.3544952,367.4397135,151.5541054,,,
918,91.7018,454.5440346,398.8951622,135.4644854,,,
919,91.8018,444.9948334,384.9081963,140.2978567,,,
920,91.9018,460.3488617,307.3765616,162.5927499,,,
921,92.0018,428.7860816,338.9840599,165.9444204,,,
922,92.1018,462.3766148,381.8667784,184.6344664,,,
923,92.2018,427.8568563,378.1565097,163.4965785,,,
924,92.3018,457.814455,364.4942049,140.7669002,,,
925,92.4018,445.5313864,394.2327569,133.7509104,,,
926,92.5019,434.6594526,407.4908637,137.5030063,,,
927,92.6019,452.6513418,392.2121927,174.7970829,,,
928,92.7019,436.3206521,384.9071944,157.0139209,,,
929,92.8019,422.0137662,415.6910795,138.3891199,,,
930,92.9019,442.6921907,365.6098852,144.2635928,,,
931,93.0019,437.5568416,375.2702885,138.6022301,,,
932,93.1019,441.6221893,411.2107623,129.92619,,,
933,93.2019,416.6206318,385.6765572,147.4548941,,,
934,93.3019,466.5584821,392.9067899,143.6014646,,,
935,93.4019,420.5208081,402.3355207,132.9191225,,,
936,93.5019,444.0502394,397.7849777,157.6310816,,,
937,93.6019,460.7642533,401.7356477,154.8423245,,,
938,93.7019,444.4476364,406.1924845,154.3404339,,,
939,93.8019,458.9671755,415.1773991,154.3836094,,,
940,93.9019,422.3269673,379.0340875,165.6681929,,,
941,94.0019,408.2888315,418.7007007,86.35438098,,,
942,94.1019,408.7667552,398.6165739,110.6343688,,,
943,94.2019,399.4226745,424.2458264,110.8254854,,,
944,94.3019,433.3880124,394.6441252,124.4122633,,,
945,94.4019,455.3080121,417.3144983,105.3798357,,,
946,94.5019,452.2607656,367.9079749,100.0456049,,,
947,94.6019,439.2605014,339.1155671,98.13286341,,,
948,94.7019,450.4145783,383.1150506,92.80851567,,,
949,94.8019,485.888181,385.526245,98.98524654,,,
950,94.9019,486.2127403,394.6930063,81.84825962,,,
951,95.0019,483.1364527,414.6749094,79.14280881,,,
952,95.1019,469.0753972,424.5535464,76.42027765,,,
953,95.2019,466.9867993,398.2362749,91.76839206,,,
954,95.3019,471.5692985,397.489015,104.4451417,,,
955,95.4019,479.9014968,437.177165,75.28243248,,,
956,95.5019,470.9218208,404.8929222,89.01288961,,,
957,95.6019,489.2723071,400.893765,98.39966586,,,
958,95.7019,493.1991096,407.0894718,176.1706937,,,
959,95.8019,491.517879,405.4318528,171.3259437,,,
960,95.9019,450.04488,407.458097,194.6728817,,,
961,96.0019,478.6373388,406.4956946,198.0423587,,,
962,96.1019,453.5422781,409.7883611,133.2962605,,,
963,96.2019,490.8813177,398.1629466,113.3677058,,,
964,96.3019,472.6792703,384.2408078,126.8457808,,,
965,96.4019,477.3247981,396.5004675,162.9147229,,,
966,96.5019,447.158815,395.6041224,145.3011902,,,
967,96.6019,459.7375129,419.8547148,113.0809227,,,
968,96.7019,453.9207871,413.041092,159.1772636,,,
969,96.8019,442.9160808,413.0916594,131.9138224,,,
970,96.9019,429.3693369,452.0480764,103.3082974,,,
971,97.0019,454.0069733,419.0464077,144.9110895,,,
972,97.1019,473.4075502,360.5355657,114.1874092,,,
973,97.2019,444.336526,396.2784913,135.5935231,,,
974,97.3019,462.0038825,413.2025032,151.2216515,,,
975,97.4019,455.5681221,385.6379164,157.109216,,,
976,97.5019,434.1619444,440.2004146,179.5263956,,,
977,97.602,453.8462865,417.1043153,161.7339988,,,
978,97.702,451.2369966,398.2858771,162.7683434,,,
979,97.802,431.2826412,344.7913797,166.9728795,,,
980,97.902,468.01339,373.2777423,159.6424217,,,
981,98.002,452.6019144,365.3341958,147.7629555,,,
982,98.102,439.5175758,376.0717754,160.1913543,,,
983,98.202,451.5246805,391.020665,126.4471269,,,
984,98.302,447.4986285,409.4895523,132.1708037,,,
985,98.402,453.634261,439.9487143,147.2606461,,,
986,98.502,432.7201069,419.4117353,149.3964833,,,
987,98.602,406.4967583,416.6325453,124.184704,,,
988,98.702,436.0796304,439.4052453,124.512016,,,
989,98.802,424.2937378,415.314648,181.8861067,,,
990,98.902,476.9438668,394.066656,138.9721061,,,
991,99.002,442.9693549,367.9673051,154.9161138,,,
992,99.102,472.8737691,432.2356876,144.0487573,,,
993,99.202,466.0449541,434.4386505,83.06992496,,,
994,99.302,462.8196718,402.3390686,123.2615141,,,
995,99.402,464.8825073,403.8301116,105.2796096,,,
996,99.502,456.0744322,397.7926439,130.9592608,,,
997,99.602,483.5053701,387.3984087,150.5049515,,,
998,99.702,445.659562,369.0716989,128.9179993,,,
999,99.802,451.9154256,398.8665002,139.8646664,,,
1000,99.902,445.7207952,381.9714556,155.9888099,,,
1001,100,453.3809585,381.274427,139.7694311,,,
